"COMPANY NAME","ROC NO","URL","CLUSTER","ID","MARCH","YEAR"
"Kolej PTPL Terengganu","448699-D","NULL","IHLs & Incubators","KWD-4/114","Active","2010"
"Kolej PTPTL Penang Sdn Bhd (Kolej PTPTL Penang)","65299-H","ptptl.edu.my","IHLs & Incubators","KWD-4/103","Active","2009"
"Kolej Teknologi Timur","371681-X","ktt.edu.my","IHLs & Incubators","KWD-4/160","Active","2015"
"Kolej Universiti Islam Antarabangsa Selangor Sdn Bhd","365644-V","kuis.edu.my","IHLs & Incubators","KWD-4/93","Active","2007"
"Kolej Universiti Tunku Abdul Rahman (TAR UC)","506-A","NULL","IHLs & Incubators","KWD-4/108","Active","2010"
"Kolej Yayasan Melaka Sdn Bhd - Kolej Yayasan Melaka (KYM)","111657-V","NULL","IHLs & Incubators","KWD-4/109","Active","2010"
"Konsortium Multimedia Swasta Sdn Bhd","466269-T","komms.com.my","InfoTech","CS/3/476","Active","2000"
"Kool Elegance Sdn Bhd","785526-T","koolelegance.com","InfoTech","CS/3/5687","Active","2008"
"Koru Global Sdn Bhd","1251218-D","korupharma.com/","Global Business Services","CS/3/10827","Active","2018"
"Kosijaya Kimpalan Sdn Bhd","111227-M","supreme-didactic.com","InfoTech","CS/3/9929","Active","2017"
"KPW Technologies Sdn Bhd","721854-P","NULL","InfoTech","CS/3/3900","Active","2006"
"Kraft Software Solutions Sdn Bhd","906443-T","NULL","InfoTech","CS/3/7546","Active","2012"
"Krawler Sdn Bhd","785439-P","krawlernetworks.com","InfoTech","CS/3/5049","Active","2008"
"KreaTeeVee Sdn Bhd","626043-U","kreateevee.com","Creative Content & Technologies","CS/3/2500","Active","2005"
"Kreatif Apps Sdn Bhd","879220-U","kreatifapps.com","InfoTech","CS/3/6568","Active","2011"
"Kris Education Services Sdn Bhd - International College of Music (ICOM)","354928-X","NULL","IHLs & Incubators","KWD-4/67","Active","2005"
"Kris Infotech Sdn Bhd","1098275-A","NULL","Global Business Services","CS/3/10171","Active","2016"
"Krisfog Labs Sdn Bhd","1243066-U","NULL","InfoTech","CS/3/10831","Active","2018"
"Kritya Technologies Sdn Bhd","1065188-U","krityatechnologies.com","InfoTech","CS/3/8527","Active","2015"
"Kronologi Asia Berhad","1067697-K","kronologi.asia","InfoTech","CS/3/8078","Active","2014"
"KRU Entertainment Sdn Bhd","688248-K","kru.com.my","Creative Content & Technologies","CS/3/2951","Active","2005"
"Kubikt Sdn Bhd","1176659-K","kubikt.com","InfoTech","ST/3/18","Active","2016"
"Kumpulan Sistematik Agresif Sdn Bhd","826899-W","ksasb.com.my","InfoTech","CS/3/7274","Active","2011"
"Kunlun Global Internatational Sdn Bhd","927311-T","NULL","Creative Content & Technologies","CS/3/7482","Active","2012"
"Kurechii Sdn Bhd","1096295-V","kurechii.com","Creative Content & Technologies","CS/3/9289","Active","2015"
"KUTPM Holdings Sdn Bhd","452512-D","kutpm.edu.my","IHLs & Incubators","KWD-4/87","Active","2006"
"L&D Infocus Technology Sdn Bhd","1211262-X","NULL","Global Business Services","CS/3/10788","Active","2017"
"Lalune Light Studio Sdn Bhd","1020141-V","NULL","Creative Content & Technologies","CS/3/8685","Active","2014"
"Lambo Group Berhad (fka Oriented Media Group Bhd)","517487-A","portrade.com","InfoTech","CS/3/537","Active","2000"
"Landart Design Sdn Bhd","806285-D","landart.com.my","Creative Content & Technologies","CS/3/5383","Active","2009"
"Landsteinarstrengur Retail Sdn Bhd","1205250-H","lsretail.com","Global Business Services","CS/3/10489","Active","2018"
"Laputa Ventures Sdn Bhd","1111581-T","laputa.my","InfoTech","CS/3/10589","Active","2017"
"Launchpad Startups Sdn Bhd","1164677-A","launchpadstartups.com","IHLs & Incubators","MSC-INC/137/64","Active","2016"
"Laurelsoft (M) Sdn Bhd","1115597-X","laurelsoftsso.com.my","Global Business Services","CS/3/9019","Active","2015"
"Lava Protocols Sdn Bhd","729575-U","lavaprotocols.com","InfoTech","CS/3/5944","Active","2012"
"Lavin Shared Services Sdn Bhd","1191385-W","NULL","Global Business Services","CS/3/10125","Active","2016"
"Lavu Tech Solutions Sdn Bhd","861026-V","NULL","InfoTech","CS/3/7540","Active","2012"
"LayBuyer Dot Com Sdn Bhd","790100-X","laybuyer.com","InfoTech","CS/3/5390","Active","2009"
"LCA Core Sdn Bhd","494849-W","lcalink.com","InfoTech","CS/3/931","Active","2002"
"Le Shaaz Sdn Bhd","706820-D","leshaaz.com","InfoTech","CS/3/10051","Active","2017"
"LeadWomen Sdn Bhd","969447-W","lead-women.com","InfoTech","CS/3/7668","Active","2013"
"Leanis Solutions Sdn Bhd","871506-U","leanis.com.my","InfoTech","CS/3/6187","Active","2009"
"Leap Energy Technology Ventures Sdn Bhd","1000725-X","three60energy.com/","InfoTech","CS/3/6959","Active","2011"
"Learned Solutions (M) Sdn Bhd","541244-H","recruitlive.com","Creative Content & Technologies","CS/3/570","Active","2001"
"Learningport Sdn Bhd","1013515-D","NULL","InfoTech","CS/3/7927","Active","2013"
"LedgerX International Sdn Bhd","1366291-P","ledgerx.io","InfoTech","MSC/S/00071","Active","2020"
"Legal Links Sdn Bhd","594690-T","legallinks.com.my","InfoTech","CS/3/4302","Active","2008"
"Lemon Sky Animation Sdn Bhd","900350-M","lemonsky.tv","Creative Content & Technologies","CS/3/6722","Active","2010"
"Lendingstar Malaysia Sdn Bhd","1114145-K","lendingstar.com","InfoTech","CS/3/8978","Active","2015"
"Lenovo Technology Sdn Bhd","685098-H","lenovo.com/my","Global Business Services","CS/3/10297","Active","2017"
"Les'' Copaque Production Sdn Bhd","718084-T","lescopaque.com","Creative Content & Technologies","CS/3/3587","Active","2007"
"Lesoshoppe Sdn Bhd","942619-W","lesoshoppe.com","InfoTech","CS/3/7157","Active","2011"
"LESYS IT Sdn Bhd","1176061-X","NULL","InfoTech","CS/3/10027","Active","2016"
"Let''s Barter Sdn Bhd","515284-D","MOLBarter.com","InfoTech","CS/3/963","Active","2002"
"Lex10 Sdn Bhd","758722-U","lex10.com","InfoTech","CS/3/4363","Active","2009"
"Libniz Sdn Bhd","1162501-T","NULL","InfoTech","CS/3/9792","Active","2016"
"Lightfeel Sdn Bhd","911704-P","LF.com.my","Creative Content & Technologies","CS/3/9122","Active","2016"
"Lighthouse Technologies Sdn Bhd","907966-W","NULL","InfoTech","CS/3/6908","Active","2010"
"LIGHTOLOGY SDN BHD","1048312-U","NULL","InfoTech","CS/3/8306","Active","2013"
"LightsUp Network Solution Sdn Bhd","726833-T","lns.com.my","Global Business Services","CS/3/8619","Active","2014"
"Lil Critter Workshop Sdn Bhd","1034083-W","NULL","Creative Content & Technologies","CS/3/8101","Active","2013"
"Lim Kok Wing Executive Leadership College Sdn Bhd - Limkokwing Executive Leadership College","398523-H","NULL","IHLs & Incubators","KWD-4/116","Active","2010"
"Lim Kok Wing Sound & Music Design Academy Sdn Bhd","661554-V","soundandmusic.com.my","Creative Content & Technologies","CS/3/5265","Active","2009"
"Limitless Technology Sdn Bhd","1187135-P","flowerchimp.com","InfoTech","CS/3/10598","Active","2017"
"Limkokwing Film & Television Academy Sdn Bhd","486832-X","NULL","Creative Content & Technologies","CS/3/5859","Active","2009"
"Limkokwing Institute of Creative Technology ( Sarawak ) Sdn Bhd - Sarawak Campus","454891-D","NULL","IHLs & Incubators","KWD-4/117","Active","2010"
"Limkokwing University College of Creative Technology Sdn Bhd-Limkokwing University College of Creative Technology (LUCT)","172528-M","limkokwing.edu.my","IHLs & Incubators","KWD-4/70","Active","2004"
"Limkokwing University of Creative Technology International Sdn Bhd - Limkokwing University of Creative Technology International","866451-K","NULL","IHLs & Incubators","KWD-4/118","Active","2010"
"Lincoln University College","512207-D","lincoln.edu.my","IHLs & Incubators","KWD-4/174","Active","2017"
"Linde ROC Sdn Bhd","1072684-T","linde.com.my","Global Business Services","CS/3/8123","Active","2014"
"Line Motion Sdn Bhd","1141655-V","linemotion.com.my","Creative Content & Technologies","CS/3/9408","Active","2016"
"Linkdood Technologies Sdn Bhd","1089951-P","linkdood.com","InfoTech","CS/3/8678","Active","2015"
"Linktime dotcom sdn.bhd","1211447-A","NULL","InfoTech","CS/3/10483","Active","2017"
"LinkzzApp Group Sdn Bhd","1212888-P","NULL","InfoTech","CS/3/10714","Active","2017"
"Livepay Sdn Bhd","1166356-W","livepay.my","InfoTech","CS/3/9880","Active","2017"
"Lizard Apps Malaysian Development Centre Sdn Bhd","1054638-X","lizard-apps.com","Global Business Services","CS/3/8102","Active","2013"
"LJ Uplink Solution Sdn Bhd","1027078-H","NULL","InfoTech","CS/3/7924","Active","2012"
"LKC Logistics Solutions (MSC) Sdn Bhd","842642-A","NULL","InfoTech","CS/3/5562","Active","2009"
"LKS Process Integrator Sdn Bhd","807866-W","lkssb.com.my","InfoTech","CS/3/7919","Active","2013"
"Local Service Centre  (MYS) SDN BHD","1202506-A","regus.com.my","Global Business Services","CS/3/10813","Active","2018"
"Localhost Sdn Bhd","836693-D","localhost.my","InfoTech","CS/3/6836","Active","2013"
"Lodging Partner Travel Sdn Bhd","908251-D","NULL","Global Business Services","CS/3/7329","Active","2012"
"Logic Instinct Sdn Bhd","547662-X","cardos.com.my","InfoTech","CS/3/608","Active","2001"
"Logicalis Asia Pacific MSC Sdn Bhd","735447-M","NULL","Global Business Services","CS/3/2563","Active","2006"
"Loment MSC Sdn Bhd","411370-T","NULL","InfoTech","CS/3/7088","Active","2011"
"Longbow Precision Sdn Bhd","877503-V","longbow.com.my","InfoTech","CS/3/5028","Active","2012"
"Lookatyou Sdn Bhd","947596-V","lookatmybaby.com","InfoTech","CS/3/8213","Active","2014"
"Loonaq Sdn Bhd","732637-U","loonaq.my","InfoTech","CS/3/8264","Active","2013"
"Loveworks Digital Sdn Bhd","1192904-M","NULL","InfoTech","ST/3/3","Active","2016"
"Lovi IT Sdn Bhd","1118701-U","loviit.co","Global Business Services","CS/3/8951","Active","2014"
"Lowyat MSC Sdn Bhd","958641-T","NULL","InfoTech","CS/3/6944","Active","2011"
"Lp Multimedia Sdn Bhd","1084573-M","NULL","Creative Content & Technologies","CS/3/8670","Active","2014"
"LSS Academy Sdn Bhd","797980-P","lss-academy.com","InfoTech","CS/3/5205","Active","2008"
"LuvoTech MSC Sdn Bhd","838933-P","luvotech.com","InfoTech","CS/3/5603","Active","2008"
"Luxoft Malaysia Sdn Bhd","1188177-W","luxoft.com","Global Business Services","CS/3/10007","Active","2016"
"M Dot Mobile Sdn Bhd","685298-K","mmobile.com.my","InfoTech","CS/3/2970","Active","2005"
"M Synergy Consulting Sdn Bhd","1186430-X","NULL","Global Business Services","CS/3/10655","Active","2018"
"M-Mode Mobile Sdn Bhd","531458-T","NULL","Creative Content & Technologies","CS/3/1609","Active","2003"
"M-Village MSC Sdn Bhd","843855-A","mvillage.com.my","InfoTech","CS/3/5341","Active","2009"
"M.U.S.T. Ehsan Foundation (Malaysia University of Science and Technology)","417853-K","must.edu.my","IHLs & Incubators","KWD-4/58","Active","2003"
"M3 Technologies (Asia) Berhad","482772-D","m3tech.com.my/","InfoTech","CS/3/416","Active","2000"
"M3DICINE Technology Sdn Bhd","1176183-P","m3dicine.com","InfoTech","CS/3/9741","Active","2016"
"MaaxSite Sdn Bhd","1059120-V","club.cash","InfoTech","CS/3/10399","Active","2017"
"Macro Kiosk Berhad","236716-T","macrokiosk.com","InfoTech","CS/3/723","Active","2001"
"Macronica Technology Sdn Bhd","1163760-M","NULL","InfoTech","CS/3/9771","Active","2016"
"Mad Animation Studio Sdn Bhd","1153885-V","NULL","Creative Content & Technologies","ST/3/2","Active","2016"
"MAD Incubator Sdn Bhd","868303-D","NULL","IHLs & Incubators","MSC-INC/137/31","Active","2010"
"Madcat World Sdn Bhd","908695-W","madcatworld.com","Creative Content & Technologies","CS/3/7390","Active","2012"
"Magnus Games Studio Sdn Bhd","1242870-W","play-relegend.com/","Creative Content & Technologies","CS/3/10776","Active","2017"
"Mahkota Research Sdn Bhd","8360-H","mahtech.com","InfoTech","CS/3/1751","Active","2004"
"Majal Holding Sdn Bhd","1148063-H","majal-holding.com","InfoTech","CS/3/9485","Active","2016"
"Majesco Sdn Bhd","513007-H","NULL","InfoTech","CS/3/421","Active","2000"
"Maju Komunikasi Sdn Bhd","1051000-W","NULL","InfoTech","CS/3/8249","Active","2013"
"Mal-Tel Technology Sdn Bhd","301589-P","mal-tel.com","InfoTech","CS/3/5398","Active","2008"
"Malaysia Digital Innovation Centre Sdn Bhd (fka Malaysia Design & Technology Centre Sdn Bhd)","382990-W","mdtc.com.my","Creative Content & Technologies","CS/3/1082","Active","2002"
"Malaysia Microelectronic Solutions Sdn Bhd","512608-U","my-ms.com","InfoTech","CS/3/509","Active","2000"
"Malaysian Academy of Creative Technology Sdn Bhd","545858-H","macit.com.my","Creative Content & Technologies","CS/3/5949","Active","2010"
"Management Made Easy Sdn Bhd","936392-P","NULL","InfoTech","CS/3/6433","Active","2011"
"ManagePay Services Sdn Bhd","516641-W","NULL","InfoTech","CS/3/609","Active","2001"
"ManagePay Technologies Sdn Bhd","523495-V","sinatec.com.my","InfoTech","CS/3/3753","Active","2006"
"Mandrill Tech Sdn Bhd","1130506-W","NULL","Global Business Services","CS/3/9265","Active","2015"
"Mangrove Tree Technology Sdn Bhd","1123270-V","NULL","InfoTech","CS/3/10805","Active","2018"
"Manpower Business Solutions (M) Sdn Bhd","778148-A","manpowerbusinesssolutions.com","Global Business Services","CS/3/4720","Active","2007"
"Manthra Software Services Sdn Bhd","981212-W","manthrasoft.com","Global Business Services","CS/3/7613","Active","2015"
"Mantissa College","276128-M","mantissa.edu.my","IHLs & Incubators","KWD-4/139","Active","2013"
"MapIt MSC Bhd","519121-W","NULL","Creative Content & Technologies","CS/3/492","Active","2000"
"Marketsense Ict Sdn Bhd","1044628-W","NULL","InfoTech","CS/3/8389","Active","2013"
"Marsh & McLennan Asia Business Services Sdn Bhd","1049033-H","NULL","Global Business Services","CS/3/8261","Active","2013"
"Maskavia Sdn Bhd","155114-P","maskavia.com","InfoTech","CS/3/2361","Active","2007"
"Maslog IT Solutions Sdn Bhd","626668-W","maslog.com.my","InfoTech","CS/3/2539","Active","2004"
"Master Concept Technology Sdn Bhd","780474-W","hkmci.com","InfoTech","CS/3/5107","Active","2007"
"Material Profit Sdn Bhd","862523-M","NULL","InfoTech","CS/3/6104","Active","2010"
"Materialise Sdn Bhd","964242-P","materialise.com","Global Business Services","CS/3/7276","Active","2011"
"Matrix Connexion Sdn Bhd","713592-P","matrixc.com","InfoTech","CS/3/7820","Active","2017"
"Matrix Internet & Wireless Sdn Bhd","461312-P","matrixinter.net","InfoTech","CS/3/1596","Active","2016"
"Matrix Invent MSC Sdn Bhd","724192-T","matrixinvent.com/","InfoTech","CS/3/3274","Active","2006"
"Matrix Millenium (M) Sdn Bhd","1089474-U","mymatrix.asia","Global Business Services","CS/3/9240","Active","2017"
"Maveriq Av Sdn Bhd","544331-U","NULL","Creative Content & Technologies","CS/3/3695","Active","2007"
"Maxfame Technologies Sdn Bhd","464810-A","maximas.com.my","InfoTech","CS/3/2447","Active","2004"
"Maxvec Sdn Bhd","800113-U","NULL","InfoTech","CS/3/8424","Active","2014"
"Maxx Media (S) Sdn Bhd","1043783-T","maxxmedia.com.my","InfoTech","CS/3/9806","Active","2017"
"Maybank Shared Services Sdn Bhd","1030503-X","maybank.com.my","InfoTech","CS/3/7515","Active","2013"
"MC Adventura Sdn Bhd","509503-D","mcadventura.com","InfoTech","CS/3/404","Active","2000"
"Mc Crenergy Sdn Bhd","821628-A","NULL","Global Business Services","CS/3/8274","Active","2013"
"MC Online Sdn Bhd","1166368-T","mycashmy.com","InfoTech","CS/3/9894","Active","2016"
"Mcds Software (M) Sdn Bhd","1053297-U","mcds.com.my","InfoTech","CS/3/8332","Active","2013"
"Mckenzie DMA Group Sdn Bhd","1212203-X","mckenziedmagroup.com.my","Global Business Services","CS/3/10471","Active","2017"
"MCOM Network Sdn Bhd","725063-P","NULL","InfoTech","CS/3/3455","Active","2006"
"Mcruncher R&D Sdn Bhd","882971-X","mcruncher.com","InfoTech","CS/3/6464","Active","2011"
"MCS Microsystems Sdn Bhd","469491-P","mcs-group.com.my","InfoTech","CS/3/382","Active","1999"
"MCube Ventures Sdn Bhd","1031557-U","mcube.my","Creative Content & Technologies","CS/3/8050","Active","2014"
"Mdoora Interactive Sdn Bhd","826446-T","NULL","InfoTech","CS/3/6030","Active","2009"
"MDT Innovations Sdn Bhd","671184-H","mmdt.cc","InfoTech","CS/3/2472","Active","2005"
"ME-Tech Solution Sdn Bhd","700819-U","me-tech.com.my","InfoTech","CS/3/4810","Active","2007"
"Measat Broadcast Network System Sdn Bhd","240064-A","NULL","Creative Content & Technologies","CS/3/24","Active","1997"
"MEASAT Satellite Systems Sdn Bhd","247846-X","measat.com.my","Creative Content & Technologies","CS/3/62","Active","1997"
"Meccanica Efx Sdn Bhd","1032423-A","meccanica-efx.tv/","Creative Content & Technologies","CS/3/8864","Active","2015"
"MedexOne Global Sdn Bhd","564400-X","NULL","InfoTech","CS/3/8610","Active","2015"
"Media Buy Sdn Bhd","960174-P","NULL","Creative Content & Technologies","CS/3/8961","Active","2014"
"Media Digital Alliance Sdn Bhd","520090-X","digitalliance.com","InfoTech","CS/3/2207","Active","2004"
"Media Monitors (Malaysia) Sdn Bhd","767195-D","mediamonitors.com","Global Business Services","CS/3/4356","Active","2007"
"MediaCliq Sdn Bhd","469092-X","mediacliq.com","InfoTech","CS/3/2190","Active","2004"
"Mediakit Sdn Bhd","1199630-H","mediakit.com.my","Creative Content & Technologies","CS/3/10302","Active","2016"
"Mediclink Systems (M) Sdn Bhd","770433-K","mediclinksys.com","InfoTech","CS/3/4785","Active","2007"
"Mega Asia Capital Sdn Bhd","1163700-T","NULL","Global Business Services","CS/3/9795","Active","2016"
"Mega Gaia Sdn Bhd","1131584-M","NULL","Creative Content & Technologies","CS/3/10218","Active","2016"
"Mega Odyssey Sdn Bhd","871645-T","NULL","InfoTech","CS/3/5749","Active","2010"
"Megamobile Solutions Sdn Bhd","754681-T","NULL","Creative Content & Technologies","CS/3/4393","Active","2007"
"Megatech Outsourcing Sdn Bhd","1218441-W","NULL","Global Business Services","CS/3/10587","Active","2017"
"Melaka ICT Holdings Sdn Bhd","352993-A","micth.com","IHLs & Incubators","MSC-INC/137/15","Active","2004"
"Melia Anggun Sdn Bhd","727387-U","momentum-assessor.com","InfoTech","CS/3/9805","Active","2016"
"Menang iTech Systems Sdn Bhd","1184405-W","NULL","InfoTech","CS/3/9965","Active","2016"
"Merck Sharp & Dohme (Malaysia) Sdn Bhd","60181-P","msd-malaysia.com","Global Business Services","CS/3/10752","Active","2017"
"Merimen Online Sdn Bhd","743374-X","merimen.com","InfoTech","CS/3/4621","Active","2008"
"Merit Skills Academy","613352-T","flashkittech.com","InfoTech","CS/3/3669","Active","2007"
"Merp Technologies Sdn Bhd","781195-P","merp.com.my","InfoTech","CS/3/2098","Active","2010"
"MES Innovation Sdn Bhd","890093-P","mes100.com","InfoTech","CS/3/6662","Active","2010"
"Mesiniaga Alliances Sdn Bhd","900947-H","mesiniaga.com.my","Global Business Services","CS/3/4645","Active","2010"
"MetaCloud Sdn Bhd","1094241-V","metabuyercloud.com","InfoTech","CS/3/10539","Active","2017"
"Metapair Sdn Bhd","1269859-U","metapair.com/","Global Business Services","MSC/S/00022","Active","2020"
"Meteorite Informatics Sdn Bhd","1105339-M","NULL","Global Business Services","CS/3/10327","Active","2016"
"Meteorsoft R&D Sdn Bhd","1073046-K","NULL","InfoTech","CS/3/9109","Active","2015"
"Metro Direct Carrier (M) Sdn Bhd","1050810-D","NULL","Global Business Services","CS/3/9096","Active","2016"
"Metropolitan Corridor Services Sdn Bhd","1185133-X","NULL","Global Business Services","CS/3/10034","Active","2016"
"MexComm Sdn Bhd","777810-D","mexcomm.net","InfoTech","CS/3/4971","Active","2008"
"MFQ Asia Sdn Bhd","427123-U","mfqasia.com","InfoTech","CS/3/2795","Active","2006"
"Mhnexus Sdn Bhd","1026220-A","mhn.asia","InfoTech","CS/3/9389","Active","2016"
"MiCare Sdn Bhd","727400-M","micaresvc.com","InfoTech","CS/3/3652","Active","2006"
"Micarela Sdn Bhd","540817-A","NULL","InfoTech","CS/3/3980","Active","2007"
"Mico Supreme Paradise Sdn Bhd","1149595-A","ezitrips.com","InfoTech","CS/3/10427","Active","2017"
"Micro Ocean Technologies Sdn Bhd","635865-K","NULL","InfoTech","CS/3/2467","Active","2004"
"Microlink Solutions Berhad","620782-P","microlink.com.my","InfoTech","CS/3/1891","Active","2004"
"Microsoft Knowledge Capital Center Sdn Bhd","468698-T","microsoft.com.my","InfoTech","CS/3/152","Active","1998"
"Microsoft Payments (Malaysia) Sdn Bhd","970731-K","NULL","Global Business Services","CS/3/8693","Active","2014"
"Midaz Orion Sdn Bhd","973086-M","midazorion.com","InfoTech","CS/3/10832","Active","2018"
"Mig Pictures Sdn Bhd ( Formerly Known As Uhp Consultancy Sdn Bhd)","405739-A","metrowealthpictures.com","Creative Content & Technologies","CS/3/7149","Active","2011"
"Mighty System Sdn Bhd","1070781-V","NULL","InfoTech","CS/3/8574","Active","2014"
"Mik Info Tech Sdn Bhd","1213898-X","NULL","InfoTech","CS/3/10767","Active","2017"
"Mikro MSC Berhad","738171-M","itmikro.com","InfoTech","CS/3/2696","Active","2006"
"Milan Utama Sdn Bhd","707234-W","NULL","InfoTech","CS/3/7394","Active","2012"
"Milenium Optima Sdn Bhd","860049-K","NULL","InfoTech","CS/3/6456","Active","2010"
"MillApp Sdn Bhd","1142767-W","millapp.com.my","InfoTech","CS/3/9407","Active","2016"
"Millennium Systems Design Sdn Bhd","847600-D","NULL","InfoTech","CS/3/5897","Active","2009"
"Million Software Sdn Bhd","902794-H","million.my","InfoTech","CS/3/7408","Active","2013"
"Mimos Bhd","336183-H","mimos.my","InfoTech","CS/3/4","Active","2000"
"Mind Flow (M) Sdn Bhd","648206-V","NULL","InfoTech","CS/3/7242","Active","2012"
"Mindpearl Group Sdn Bhd","1181956-W","mindpearl.com","Global Business Services","CS/3/9937","Active","2016"
"Mindrope Sdn Bhd","1117710-W","mindrope.com","Global Business Services","CS/3/10428","Active","2018"
"Mindspectrum Sdn Bhd","1110457-P","NULL","Creative Content & Technologies","CS/3/8947","Active","2015"
"Mindteck Software Malaysia Sdn Bhd","718964-U","mindteck.com","Global Business Services","CS/3/3280","Active","2006"
"MindValley Labs Sdn Bhd","678047-D","mindvalley.com","InfoTech","CS/3/3109","Active","2005"
"Ming Medical Services Sdn Bhd","943093-U","mingmedical.net","InfoTech","CS/3/7970","Active","2013"
"MIRAGE WORKS SDN BHD","1163382-D","mirage-works.com","Creative Content & Technologies","CS/3/9931","Active","2016"
"Mirayi Sdn Bhd","686750-A","intelture.com","Creative Content & Technologies","CS/3/6308","Active","2010"
"Mission Consultancy Services Malaysia Sdn Bhd","1157703-H","NULL","InfoTech","CS/3/9552","Active","2015"
"Mitosis Sdn Bhd","670912-T","mitosis.my","InfoTech","CS/3/6251","Active","2011"
"Mitra IT Solutions Sdn Bhd","1078948-P","mitraitsolutions.com","InfoTech","CS/3/8622","Active","2014"
"Mixsol Sdn Bhd","739740-A","NULL","InfoTech","CS/3/7369","Active","2011"
"MK E-Solutions Sdn Bhd","803687-K","NULL","InfoTech","CS/3/5741","Active","2009"
"MKN At-Life Sdn Bhd","803606-X","movingwalls.com.my","InfoTech","CS/3/7086","Active","2011"
"Mlabs Research Sdn Bhd (Fka Multimedia Research Lab Sdn Bhd)","440527-H","mlabs.com.my","InfoTech","CS/3/201","Active","1999"
"MLN Infotech Sdn Bhd","1076828-M","NULL","Global Business Services","CS/3/8662","Active","2014"
"MM Intelligence Technology Sdn Bhd","1154874-V","NULL","InfoTech","CS/3/9488","Active","2015"
"MMC Oil & Gas Engineering Sdn Bhd","125442-W","mmcog.com","Global Business Services","CS/3/7938","Active","2013"
"MNC Wireless Bhd","635884-T","mnc.com.my","InfoTech","CS/3/1823","Active","2004"
"MNS Systems (MSC) Sdn Bhd","525289-K","asynchro.com","InfoTech","CS/3/2215","Active","2004"
"Mobi Asia Sdn Bhd","1105429-U","mobiversa.com","InfoTech","CS/3/9064","Active","2015"
"Mobiepay Sdn Bhd","737987-P","NULL","InfoTech","CS/3/4270","Active","2006"
"Mobile Arts Sdn Bhd","805957-U","mobilearts.asia","Creative Content & Technologies","CS/3/5266","Active","2008"
"Mobile Health Sdn Bhd","768019-U","mobilehealth2u.com","InfoTech","CS/3/4757","Active","2007"
"Mobile Money International Sdn Bhd","670766-W","mobile-money.com","InfoTech","CS/3/2886","Active","2005"
"Mobileapps Sdn Bhd","1044027-T","NULL","Global Business Services","CS/3/10023","Active","2016"
"MobileOne Technology Sdn Bhd","855880-M","mobileone.com.my","InfoTech","CS/3/8024","Active","2013"
"MobilityONE Sdn Bhd","601637-T","NULL","InfoTech","CS/3/2473","Active","2005"
"Mobisign Creative Sdn Bhd","980435-U","NULL","Creative Content & Technologies","CS/3/7909","Active","2013"
"MobKini Sdn Bhd","1044479-X","NULL","InfoTech","CS/3/8126","Active","2014"
"Mobme Asia Sdn Bhd","1056591-D","NULL","Global Business Services","CS/3/10132","Active","2017"
"Mobysys Sdn Bhd","735225-T","mobysys.com.my","InfoTech","CS/3/3638","Active","2008"
"MoCoMe MSC Sdn Bhd","813972-T","mocome.net","InfoTech","CS/3/4103","Active","2008"
"Mode Fair Sdn Bhd","1141073-V","modefair.com","InfoTech","CS/3/9910","Active","2016"
"Modern Outlook Sdn Bhd","676742-H","NULL","InfoTech","CS/3/5863","Active","2009"
"MOL AccessPortal Sdn Bhd","504959-U","NULL","InfoTech","CS/3/596","Active","2001"
"MOL ManagedServices Sdn Bhd","944763-V","NULL","Global Business Services","CS/3/7827","Active","2013"
"MOL SocialPayments Sdn Bhd","882702-U","NULL","InfoTech","CS/3/6747","Active","2010"
"Monash University Malaysia Sdn Bhd","458601-U","monash.edu.my","IHLs & Incubators","KWD-4/49","Active","2003"
"Moneybay Tech Sdn Bhd","1184418-X","moneybay.co","InfoTech","CS/3/10250","Active","2016"
"MoneyMatch Sdn Bhd","1133611-P","moneymatch.co","InfoTech","CS/3/9940","Active","2016"
"Monic Solutions Services Sdn Bhd","1185785-D","NULL","InfoTech","CS/3/10802","Active","2018"
"Monspacemall Sdn Bhd","1183919-U","monspacemall.com","Global Business Services","CS/3/10089","Active","2017"
"Monster Technologies Malaysia Sdn Bhd","723484-U","monster.com","Global Business Services","CS/3/3318","Active","2006"
"Moocentric Sdn Bhd","1160048-M","NULL","InfoTech","CS/3/9603","Active","2016"
"Motorola Solutions Malaysia Sdn Bhd (fka Motorola Technology Sdn Bhd)","455657-H","NULL","Global Business Services","CS/3/2437","Active","2004"
"Moving Walls Sdn Bhd","978502-H","movingwalls.my","Creative Content & Technologies","CS/3/8980","Active","2015"
"Movingup Mobile Sdn Bhd","1118264-D","movingupmobile.com","InfoTech","CS/3/9085","Active","2015"
"Moxiq Object Sdn Bhd","1006370-V","NULL","InfoTech","CS/3/7798","Active","2012"
"Mozaiku Sdn Bhd","805653-V","NULL","Creative Content & Technologies","CS/3/8037","Active","2013"
"MP Data Sdn Bhd","940694-U","mypropertydata.com.my","InfoTech","CS/3/7348","Active","2011"
"MRA Internatonal Sdn Bhd","1035028-D","mra-sb.com","Global Business Services","CS/3/8591","Active","2014"
"MRA Studio Sdn Bhd","936219-X","mrastudio.com","Creative Content & Technologies","CS/3/7409","Active","2011"
"MRCB Technologies Sdn Bhd","531914-T","mrcbtech.com","IHLs & Incubators","MSC-INC/137/27","Active","2007"
"MRL Engineering Sdn Bhd","626831-T","NULL","InfoTech","CS/3/3708","Active","2009"
